#Risvollan, 123.38.0, Vannføring, dogn
Tidspunkt;Vannføring (m³/s);Korrigert;Kontrollert
1994-04-13 11:00:00Z;0,01288723;0;0
1994-04-14 11:00:00Z;0,009922359;0;0
1994-04-15 11:00:00Z;0,006420493;0;0
1994-04-16 11:00:00Z;0,007501955;0;0
1994-04-17 11:00:00Z;0,007090234;0;0
1994-04-18 11:00:00Z;0,00580763;0;0
1994-04-19 11:00:00Z;0,005433959;0;0
1994-04-20 11:00:00Z;0,004244908;0;0
1994-04-21 11:00:00Z;0,004700514;0;0
1994-04-22 11:00:00Z;0,004444966;0;0
1994-04-23 11:00:00Z;0,003395771;0;0
1994-04-24 11:00:00Z;0,003341121;0;0
1994-04-25 11:00:00Z;0,003387066;0;0
1994-04-26 11:00:00Z;0,002940208;0;0
1994-04-27 11:00:00Z;0,005454038;0;0
1994-04-28 11:00:00Z;0,005074154;0;0
1994-04-29 11:00:00Z;0,009721336;0;0
1994-04-30 11:00:00Z;0,004123188;0;0
1994-05-01 11:00:00Z;0,003902961;0;0
1994-05-02 11:00:00Z;0,004372771;0;0
1994-05-03 11:00:00Z;0,003309661;0;0
1994-05-04 11:00:00Z;0,002001021;0;0
1994-05-05 11:00:00Z;0,001597052;0;0
1994-05-06 11:00:00Z;0,001825463;0;0
1994-05-07 11:00:00Z;0,002162226;0;0
1994-05-08 11:00:00Z;0,001294704;0;0
1994-05-09 11:00:00Z;0,001933578;0;0
1994-05-10 11:00:00Z;0,001054223;0;0
1994-05-11 11:00:00Z;0,0008932095;0;0
1994-05-12 11:00:00Z;0,001007623;0;0
1994-05-13 11:00:00Z;0,001122037;0;0
1994-05-14 11:00:00Z;0,001236451;0;0
1994-05-15 11:00:00Z;0,001225709;0;0
1994-05-16 11:00:00Z;0,0009083523;0;0
1994-05-17 11:00:00Z;0,0009083523;0;0
1994-05-18 11:00:00Z;0,0008224471;0;0
1994-05-19 11:00:00Z;0,0008473792;0;0
1994-05-20 11:00:00Z;0,001050042;0;0
1994-05-21 11:00:00Z;0,0008140356;0;0
1994-05-22 11:00:00Z;0,001034114;0;0
1994-05-23 11:00:00Z;0,0008194885;0;0
1994-05-24 11:00:00Z;0,0007716105;0;0
1994-05-25 11:00:00Z;0,0009546647;0;0
1994-05-26 11:00:00Z;0,001520431;0;0
1994-05-27 11:00:00Z;0,001404612;0;0
1994-05-28 11:00:00Z;0,001324767;0;0
1994-05-29 11:00:00Z;0,0008765128;0;0
1994-05-30 11:00:00Z;0,0005123403;0;0
1994-05-31 11:00:00Z;0,001974596;0;0
1994-06-01 11:00:00Z;0,001591862;0;0
1994-06-02 11:00:00Z;0,001564605;0;0
1994-06-03 11:00:00Z;0,0009436502;0;0
1994-06-04 11:00:00Z;0,00110801;0;0
1994-06-05 11:00:00Z;0,002289437;0;0
1994-06-06 11:00:00Z;0,003147402;0;0
1994-06-07 11:00:00Z;0,001787594;0;0
1994-06-08 11:00:00Z;0,00240914;0;0
1994-06-09 11:00:00Z;0,002621023;0;0
1994-06-10 11:00:00Z;0,00173145;0;0
1994-06-11 11:00:00Z;0,002170725;0;0
1994-06-12 11:00:00Z;0,003844661;0;0
1994-06-13 11:00:00Z;0,003362611;0;0
1994-06-14 11:00:00Z;0,003674398;0;0
1994-06-15 11:00:00Z;0,003870599;0;0
1994-06-16 11:00:00Z;0,003609608;0;0
1994-06-17 11:00:00Z;0,005062256;0;0
1994-06-18 11:00:00Z;0,002657232;0;0
1994-06-19 11:00:00Z;0,002494543;0;0
1994-06-20 11:00:00Z;0,001725921;0;0
1994-06-21 11:00:00Z;0,002126463;0;0
1994-06-22 11:00:00Z;0,004782383;0;0
1994-06-23 11:00:00Z;0,002864773;0;0
1994-06-24 11:00:00Z;0,002353437;0;0
1994-06-25 11:00:00Z;0,00297418;0;0
1994-06-26 11:00:00Z;0,002503727;0;0
1994-06-27 11:00:00Z;0,002292847;0;0
1994-06-28 11:00:00Z;0,003621099;0;0
1994-06-29 11:00:00Z;0,01017504;0;0
1994-06-30 11:00:00Z;0,01818314;0;0
1994-07-01 11:00:00Z;0,006035105;0;0
1994-07-02 11:00:00Z;0,00292825;0;0
1994-07-03 11:00:00Z;0,002007256;0;0
1994-07-04 11:00:00Z;0,001657081;0;0
1994-07-05 11:00:00Z;0,001409311;0;0
1994-07-06 11:00:00Z;0,001217755;0;0
1994-07-07 11:00:00Z;0,001204557;0;0
1994-07-08 11:00:00Z;0,001204557;0;0
1994-07-09 11:00:00Z;0,001204557;0;0
1994-07-10 11:00:00Z;0,002223015;0;0
1994-07-11 11:00:00Z;0,00257871;0;0
1994-07-12 11:00:00Z;0,001371999;0;0
1994-07-13 11:00:00Z;0,002020731;0;0
1994-07-14 11:00:00Z;0,001700422;0;0
1994-07-15 11:00:00Z;0,01202868;0;0
1994-07-16 11:00:00Z;0,00737399;0;0
1994-07-17 11:00:00Z;0,006452117;0;0
1994-07-18 11:00:00Z;0,006614334;0;0
1994-07-19 11:00:00Z;0,008325892;0;0
1994-07-20 11:00:00Z;0,006859152;0;0
1994-07-21 11:00:00Z;0,004533822;0;0
1994-07-22 11:00:00Z;0,00567595;0;0
1994-07-23 11:00:00Z;0,004732294;0;0
1994-07-24 11:00:00Z;0,002955428;0;0
1994-07-25 11:00:00Z;0,003998192;0;0
1994-07-26 11:00:00Z;0,003819299;0;0
1994-07-27 11:00:00Z;0,008874097;0;0
1994-07-28 11:00:00Z;0,002470325;1;0
1994-07-29 11:00:00Z;0,001424073;0;0
1994-07-30 11:00:00Z;0,001560769;0;0
1994-07-31 11:00:00Z;0,001697465;0;0
1994-08-01 11:00:00Z;0,001834161;0;0
1994-08-02 11:00:00Z;0,001965636;0;0
1994-08-03 11:00:00Z;0,002690445;0;0
1994-08-04 11:00:00Z;0,001728975;0;0
1994-08-05 11:00:00Z;0,003820949;0;0
1994-08-06 11:00:00Z;0,005356795;0;0
1994-08-07 11:00:00Z;0,001543509;0;0
1994-08-08 11:00:00Z;0,001266551;0;0
1994-08-09 11:00:00Z;0,001652428;0;0
1994-08-10 11:00:00Z;0,00172878;0;0
1994-08-11 11:00:00Z;0,002159429;0;0
1994-08-12 11:00:00Z;0,002909728;0;0
1994-08-13 11:00:00Z;0,006261918;0;0
1994-08-14 11:00:00Z;0,003669986;0;0
1994-08-15 11:00:00Z;0,00205608;0;0
1994-08-16 11:00:00Z;0,001544337;0;0
1994-08-17 11:00:00Z;0,001727777;0;0
1994-08-18 11:00:00Z;0,00168143;0;0
1994-08-19 11:00:00Z;0,001850563;0;0
1994-08-20 11:00:00Z;0,002019695;0;0
1994-08-21 11:00:00Z;0,002369303;0;0
1994-08-22 11:00:00Z;0,004543914;0;0
1994-08-23 11:00:00Z;0,001458929;0;0
1994-08-24 11:00:00Z;0,001181758;0;0
1994-08-25 11:00:00Z;0,001303869;0;0
1994-08-26 11:00:00Z;0,001547075;0;0
1994-08-27 11:00:00Z;0,002684164;0;0
1994-08-28 11:00:00Z;0,02888288;0;0
1994-08-29 11:00:00Z;0,01009357;0;0
1994-08-30 11:00:00Z;0,01148032;0;0
1994-08-31 11:00:00Z;0,006457849;0;0
1994-09-01 11:00:00Z;0,003183936;0;0
1994-09-02 11:00:00Z;0,002325605;0;0
1994-09-03 11:00:00Z;0,00235816;0;0
1994-09-04 11:00:00Z;0,002695719;0;0
1994-09-05 11:00:00Z;0,003033279;0;0
1994-09-06 11:00:00Z;0,003989526;0;0
1994-09-07 11:00:00Z;0,001919535;0;0
1994-09-08 11:00:00Z;0,001611786;0;0
1994-09-09 11:00:00Z;0,001806258;0;0
1994-09-10 11:00:00Z;0,001604053;0;0
1994-09-11 11:00:00Z;0,002253051;0;0
1994-09-12 11:00:00Z;0,003552277;0;0
1994-09-13 11:00:00Z;0,002413741;0;0
1994-09-14 11:00:00Z;0,00170014;0;0
1994-09-15 11:00:00Z;0,001684165;0;0
1994-09-16 11:00:00Z;0,003263246;0;0
1994-09-17 11:00:00Z;0,001749786;0;0
1994-09-18 11:00:00Z;0,001450842;0;0
1994-09-19 11:00:00Z;0,001558837;0;0
1994-09-20 11:00:00Z;0,001767561;0;0
1994-09-21 11:00:00Z;0,001976286;0;0
1994-09-22 11:00:00Z;0,001894273;0;0
1994-09-23 11:00:00Z;0,002596627;0;0
1994-09-24 11:00:00Z;0,006689511;0;0
1994-09-25 11:00:00Z;0,003450289;0;0
1994-09-26 11:00:00Z;0,003526982;0;0
1994-09-27 11:00:00Z;0,004238916;0;0
1994-09-28 11:00:00Z;0,0336614;0;0
1994-09-29 11:00:00Z;0,02687441;0;0
1994-09-30 11:00:00Z;0,01236405;0;0
1994-10-01 11:00:00Z;0,01431413;0;0
1994-10-02 11:00:00Z;0,01208366;0;0
1994-10-03 11:00:00Z;0,006707356;0;0
1994-10-04 11:00:00Z;;0;0
1994-10-05 11:00:00Z;;0;0
1994-10-06 11:00:00Z;;0;0
1994-10-07 11:00:00Z;;0;0
1994-10-08 11:00:00Z;;0;0
1994-10-09 11:00:00Z;;0;0
1994-10-10 11:00:00Z;;0;0
1994-10-11 11:00:00Z;;0;0
1994-10-12 11:00:00Z;;0;0
1994-10-13 11:00:00Z;0,03089615;0;0
1994-10-14 11:00:00Z;0,02188553;0;0
1994-10-15 11:00:00Z;0,02470868;0;0
1994-10-16 11:00:00Z;0,008371788;0;0
1994-10-17 11:00:00Z;0,006154624;0;0
1994-10-18 11:00:00Z;0,005095;0;0
1994-10-19 11:00:00Z;0,004419732;0;0
1994-10-20 11:00:00Z;0,00422713;0;0
1994-10-21 11:00:00Z;0,004750067;0;0
1994-10-22 11:00:00Z;0,0062676;0;0
1994-10-23 11:00:00Z;0,01150307;0;0
1994-10-24 11:00:00Z;0,01676302;0;0
1994-10-25 11:00:00Z;0,007169677;0;0
1994-10-26 11:00:00Z;0,004562198;0;0
1994-10-27 11:00:00Z;0,004957343;0;0
1994-10-28 11:00:00Z;0,004032494;0;0
1994-10-29 11:00:00Z;0,003052061;0;0
1994-10-30 11:00:00Z;0,002607913;0;0
1994-10-31 11:00:00Z;0,002390773;0;0
1994-11-01 11:00:00Z;0,00282689;0;0
1994-11-02 11:00:00Z;0,003014185;0;0
1994-11-03 11:00:00Z;0,002663927;0;0
1994-11-04 11:00:00Z;0,003131947;0;0
1994-11-05 11:00:00Z;0,003494576;0;0
1994-11-06 11:00:00Z;0,003308133;0;0
1994-11-07 11:00:00Z;0,006586718;0;0
1994-11-08 11:00:00Z;0,00384922;0;0
1994-11-09 11:00:00Z;0,003067819;0;0
1994-11-10 11:00:00Z;0,00363959;0;0
1994-11-11 11:00:00Z;0,002919403;0;0
1994-11-12 11:00:00Z;0,002438571;0;0
1994-11-13 11:00:00Z;0,002747037;0;0
1994-11-14 11:00:00Z;0,002189078;0;0
1994-11-15 11:00:00Z;0,002125765;0;0
1994-11-16 11:00:00Z;0,001775505;0;0
1994-11-17 11:00:00Z;0,001370622;0;0
1994-11-18 11:00:00Z;0,001585086;0;0
1994-11-19 11:00:00Z;0,002311576;0;0
1994-11-20 11:00:00Z;0,001815304;0;0
1994-11-21 11:00:00Z;0,01005388;0;0
1994-11-22 11:00:00Z;0,007551672;0;0
1994-11-23 11:00:00Z;0,01529847;0;0
1994-11-24 11:00:00Z;0,02642181;0;0
1994-11-25 11:00:00Z;0,01858496;0;0
1994-11-26 11:00:00Z;0,01520836;0;0
1994-11-27 11:00:00Z;0,01095351;0;0
1994-11-28 11:00:00Z;0,01323258;0;0
1994-11-29 11:00:00Z;0,01185635;0;0
1994-11-30 11:00:00Z;0,01051475;0;0
1994-12-01 11:00:00Z;0,004296435;0;0
1994-12-02 11:00:00Z;0,00265967;0;0
1994-12-03 11:00:00Z;0,001916412;0;0
1994-12-04 11:00:00Z;0,001811844;0;0
1994-12-05 11:00:00Z;0,001208709;0;0
1994-12-06 11:00:00Z;0,001605202;0;0
1994-12-07 11:00:00Z;0,001346543;0;0
1994-12-08 11:00:00Z;0,001284565;0;0
1994-12-09 11:00:00Z;0,001314523;0;0
1994-12-10 11:00:00Z;0,001518872;0;0
1994-12-11 11:00:00Z;0,001726605;0;0
1994-12-12 11:00:00Z;0,005130664;0;0
1994-12-13 11:00:00Z;0,002073407;0;0
1994-12-14 11:00:00Z;0,001637572;1;0
1994-12-15 11:00:00Z;0,001375015;1;0
1994-12-16 11:00:00Z;0,001190281;1;0
1994-12-17 11:00:00Z;0,001026072;1;0
1994-12-18 11:00:00Z;0,005552288;0;0
1994-12-19 11:00:00Z;0,003100929;0;0
1994-12-20 11:00:00Z;0,00313614;0;0
1994-12-21 11:00:00Z;0,009695104;0;0
1994-12-22 11:00:00Z;0,003761126;0;0
1994-12-23 11:00:00Z;0,00640307;0;0
1994-12-24 11:00:00Z;0,01515073;0;0
1994-12-25 11:00:00Z;0,005954892;0;0
1994-12-26 11:00:00Z;0,00335978;0;0
1994-12-27 11:00:00Z;0,002071638;0;0
1994-12-28 11:00:00Z;0,001512549;0;0
1994-12-29 11:00:00Z;0,001219515;0;0
1994-12-30 11:00:00Z;0,00101714;0;0
1994-12-31 11:00:00Z;0,0008345923;0;0
1995-01-01 11:00:00Z;0,0007581333;0;0
1995-01-02 11:00:00Z;0,0006973709;0;0
1995-01-03 11:00:00Z;0,0006366085;0;0
1995-01-04 11:00:00Z;0,0005758459;0;0
1995-01-05 11:00:00Z;0,0005150835;0;0
1995-01-06 11:00:00Z;0,0004567802;0;0
1995-01-07 11:00:00Z;0,0006724775;0;0
1995-01-08 11:00:00Z;0,003627492;0;0
1995-01-09 11:00:00Z;0,0007342988;0;0
1995-01-10 11:00:00Z;0,000822849;0;0
1995-01-11 11:00:00Z;0,0009113995;0;0
1995-01-12 11:00:00Z;0,0009999499;0;0
1995-01-13 11:00:00Z;0,002749923;0;0
1995-01-14 11:00:00Z;0,002339725;0;0
1995-01-15 11:00:00Z;0,001301501;0;0
1995-01-16 11:00:00Z;0,008653195;0;0
1995-01-17 11:00:00Z;0,008829838;0;0
1995-01-18 11:00:00Z;0,001982508;0;0
1995-01-19 11:00:00Z;0,001154372;0;0
1995-01-20 11:00:00Z;0,0009957725;0;0
1995-01-21 11:00:00Z;0,0008956044;0;0
1995-01-22 11:00:00Z;0,0007954362;0;0
1995-01-23 11:00:00Z;0,0006963434;0;0
1995-01-24 11:00:00Z;0,0006507157;1;0
1995-01-25 11:00:00Z;0,0006348493;1;0
1995-01-26 11:00:00Z;0,0006189828;1;0
1995-01-27 11:00:00Z;0,0006031164;1;0
1995-01-28 11:00:00Z;0,00058725;1;0
1995-01-29 11:00:00Z;0,0005713835;1;0
1995-01-30 11:00:00Z;0,0005555171;1;0
1995-01-31 11:00:00Z;0,0005396507;1;0
1995-02-01 11:00:00Z;0,0009200759;1;0
1995-02-02 11:00:00Z;0,000962246;0;0
1995-02-03 11:00:00Z;0,0008487068;0;0
1995-02-04 11:00:00Z;0,01129367;0;0
1995-02-05 11:00:00Z;0,02731333;0;0
1995-02-06 11:00:00Z;0,02555938;0;0
1995-02-07 11:00:00Z;0,00347082;0;0
1995-02-08 11:00:00Z;0,001961847;0;0
1995-02-09 11:00:00Z;0,001822363;0;0
1995-02-10 11:00:00Z;0,001736722;0;0
1995-02-11 11:00:00Z;0,001579996;0;0
1995-02-12 11:00:00Z;0,001217687;0;0
1995-02-13 11:00:00Z;0,001252773;0;0
1995-02-14 11:00:00Z;0,002682143;0;0
1995-02-15 11:00:00Z;0,003603425;0;0
1995-02-16 11:00:00Z;0,006193795;0;0
1995-02-17 11:00:00Z;0,004243177;0;0
1995-02-18 11:00:00Z;0,002475265;0;0
1995-02-19 11:00:00Z;0,001716019;0;0
1995-02-20 11:00:00Z;0,001399819;0;0
1995-02-21 11:00:00Z;0,001177634;0;0
1995-02-22 11:00:00Z;0,001027029;0;0
1995-02-23 11:00:00Z;0,000916024;0;0
1995-02-24 11:00:00Z;0,0008415845;0;0
1995-02-25 11:00:00Z;0,0008971068;0;0
1995-02-26 11:00:00Z;0,0009641014;0;0
1995-02-27 11:00:00Z;0,001031096;0;0
1995-02-28 11:00:00Z;0,00112588;0;0
1995-03-01 11:00:00Z;0,001055135;0;0
1995-03-02 11:00:00Z;0,0007819022;0;0
1995-03-03 11:00:00Z;0,0006930295;0;0
1995-03-04 11:00:00Z;0,0006204764;0;0
1995-03-05 11:00:00Z;0,0005501758;0;0
1995-03-06 11:00:00Z;0,0006157089;0;0
1995-03-07 11:00:00Z;0,0006764887;0;0
1995-03-08 11:00:00Z;0,0006321152;0;0
1995-03-09 11:00:00Z;0,0008289423;0;0
1995-03-10 11:00:00Z;0,0006910667;0;0
1995-03-11 11:00:00Z;0,000695666;0;0
1995-03-12 11:00:00Z;0,001863959;0;0
1995-03-13 11:00:00Z;0,01849939;0;0
1995-03-14 11:00:00Z;0,01589666;0;0
1995-03-15 11:00:00Z;0,00499487;0;0
1995-03-16 11:00:00Z;0,002216839;0;0
1995-03-17 11:00:00Z;0,002585756;0;0
1995-03-18 11:00:00Z;0,004001123;0;0
1995-03-19 11:00:00Z;0,002591648;0;0
1995-03-20 11:00:00Z;0,003091386;0;0
1995-03-21 11:00:00Z;0,003188807;0;0
1995-03-22 11:00:00Z;0,03879133;0;0
1995-03-23 11:00:00Z;0,05093735;0;0
1995-03-24 11:00:00Z;0,01352883;0;0
1995-03-25 11:00:00Z;0,006977917;0;0
1995-03-26 11:00:00Z;0,003898984;0;0
1995-03-27 11:00:00Z;0,002459463;0;0
1995-03-28 11:00:00Z;0,001964363;0;0
1995-03-29 11:00:00Z;0,00218413;0;0
1995-03-30 11:00:00Z;0,002254988;0;0
1995-03-31 11:00:00Z;0,01287034;0;0
1995-04-01 11:00:00Z;0,00638605;0;0
1995-04-02 11:00:00Z;0,003963714;0;0
1995-04-03 11:00:00Z;0,00274044;0;0
1995-04-04 11:00:00Z;0,002458042;0;0
1995-04-05 11:00:00Z;0,002829861;0;0
1995-04-06 11:00:00Z;0,003203274;0;0
1995-04-07 11:00:00Z;0,003894829;0;0
1995-04-08 11:00:00Z;0,003752613;0;0
1995-04-09 11:00:00Z;0,003420675;0;0
1995-04-10 11:00:00Z;0,002915761;0;0
1995-04-11 11:00:00Z;0,006909718;0;0
1995-04-12 11:00:00Z;0,01967935;0;0
1995-04-13 11:00:00Z;0,02493862;0;0
1995-04-14 11:00:00Z;0,02273799;0;0
1995-04-15 11:00:00Z;0,01513222;0;0
1995-04-16 11:00:00Z;0,008905467;0;0
1995-04-17 11:00:00Z;0,006570792;0;0
1995-04-18 11:00:00Z;0,007807358;0;0
1995-04-19 11:00:00Z;0,009158381;0;0
1995-04-20 11:00:00Z;0,01121811;0;0
1995-04-21 11:00:00Z;0,01127978;0;0
1995-04-22 11:00:00Z;0,01022986;0;0
1995-04-23 11:00:00Z;0,01097074;0;0
1995-04-24 11:00:00Z;0,01317468;0;0
1995-04-25 11:00:00Z;0,007982179;0;0
1995-04-26 11:00:00Z;0,007749324;0;0
1995-04-27 11:00:00Z;0,006557221;0;0
1995-04-28 11:00:00Z;0,005376938;0;0
1995-04-29 11:00:00Z;0,003974864;0;0
1995-04-30 11:00:00Z;0,003589989;0;0
1995-05-01 11:00:00Z;0,006255677;0;0
1995-05-02 11:00:00Z;0,0104915;0;0
1995-05-03 11:00:00Z;0,008459998;0;0
1995-05-04 11:00:00Z;0,01155876;0;0
1995-05-05 11:00:00Z;0,009610609;0;0
1995-05-06 11:00:00Z;0,018949;0;0
1995-05-07 11:00:00Z;0,006173929;0;0
1995-05-08 11:00:00Z;0,00330132;0;0
1995-05-09 11:00:00Z;0,003008569;0;0
1995-05-10 11:00:00Z;0,003541612;0;0
1995-05-11 11:00:00Z;0,00247956;0;0
1995-05-12 11:00:00Z;0,001618134;0;0
1995-05-13 11:00:00Z;0,001327381;0;0
1995-05-14 11:00:00Z;0,001349518;0;0
1995-05-15 11:00:00Z;0,004702067;0;0
1995-05-16 11:00:00Z;0,01174424;0;0
1995-05-17 11:00:00Z;0,006977144;0;0
1995-05-18 11:00:00Z;0,003228527;0;0
1995-05-19 11:00:00Z;0,002089142;0;0
1995-05-20 11:00:00Z;0,002032114;0;0
1995-05-21 11:00:00Z;0,001540376;0;0
1995-05-22 11:00:00Z;0,001531133;0;0
1995-05-23 11:00:00Z;0,001590028;0;0
1995-05-24 11:00:00Z;0,000989081;0;0
1995-05-25 11:00:00Z;0,0008738955;0;0
1995-05-26 11:00:00Z;0,0008334888;0;0
1995-05-27 11:00:00Z;0,0009478097;0;0
1995-05-28 11:00:00Z;0,001573608;0;0
1995-05-29 11:00:00Z;0,001655079;0;0
1995-05-30 11:00:00Z;0,0006921749;0;0
1995-05-31 11:00:00Z;0,003166519;0;0
1995-06-01 11:00:00Z;0,003892235;0;0
1995-06-02 11:00:00Z;0,003351967;0;0
1995-06-03 11:00:00Z;0,01017106;0;0
1995-06-04 11:00:00Z;0,002521572;0;0
1995-06-05 11:00:00Z;0,001676957;0;0
1995-06-06 11:00:00Z;0,001450512;0;0
1995-06-07 11:00:00Z;0,0011354;0;0
1995-06-08 11:00:00Z;0,0009003995;0;0
1995-06-09 11:00:00Z;0,02867324;0;0
1995-06-10 11:00:00Z;0,009368682;0;0
1995-06-11 11:00:00Z;0,005499647;0;0
1995-06-12 11:00:00Z;0,002529678;0;0
1995-06-13 11:00:00Z;0,001680366;0;0
1995-06-14 11:00:00Z;0,001421585;0;0
1995-06-15 11:00:00Z;0,00254642;0;0
1995-06-16 11:00:00Z;0,00151035;0;0
1995-06-17 11:00:00Z;0,001144622;0;0
1995-06-18 11:00:00Z;0,001211617;0;0
1995-06-19 11:00:00Z;0,001570285;0;0
1995-06-20 11:00:00Z;0,0008137393;0;0
1995-06-21 11:00:00Z;0,001187665;0;0
1995-06-22 11:00:00Z;0,0009945642;0;0
1995-06-23 11:00:00Z;0,0006514292;0;0
1995-06-24 11:00:00Z;0,0006028069;0;0
1995-06-25 11:00:00Z;0,0005541847;0;0
1995-06-26 11:00:00Z;0,0005263293;0;0
1995-06-27 11:00:00Z;0,0005582899;0;0
1995-06-28 11:00:00Z;0,0008404755;0;0
1995-06-29 11:00:00Z;0,0006151146;0;0
1995-06-30 11:00:00Z;0,0006167628;0;0
1995-07-01 11:00:00Z;0,0006128699;0;0
1995-07-02 11:00:00Z;0,0006929328;0;0
1995-07-03 11:00:00Z;0,0009099948;0;0
1995-07-04 11:00:00Z;0,001138124;0;0
1995-07-05 11:00:00Z;0,00088402;0;0
1995-07-06 11:00:00Z;0,0007457378;0;0
